Image;Tag;Title Lent;Title Lent_link;Game Genre 1;Game Genre 3;Game Date;Game Genre 4
https://stopga.me/images/games/2020/04/05/c170x119/4RVfvQlqXDtSI2ZlizIKbQ/wVWt15bV.jpg;9.6;Tiny Bunny;https://stopgame.ru/game/tiny_bunny;adventure;;19 марта 2020 г.;PC
https://stopga.me/images/games/logos/18974/c170x119/y5m8pTxwwJv6CEBnkv_8SQ/persona_5_the_royal.jpg;9.5;Persona 5 Royal;https://stopgame.ru/game/persona_5_the_royal;rpg;;31 окт€бр€ 2019 г.;PS4
https://stopga.me/images/games/logos/13092/c170x119/hGsN1yiZykyMUhmU2sy0-g/witcher_3_wild_hunt.jpg;9.5;Witcher 3: Wild Hunt, The;https://stopgame.ru/game/witcher_3_wild_hunt;rpg;;18 ма€ 2015 г.;PC, PS4, XONE
https://stopga.me/images/games/logos/15282/c170x119/kbVgmjx_mG13g0FJTQio1A/witcher_3_wild_hunt_blood_and_wine.jpg;9.5;Witcher 3: Wild Hunt - Blood and Wine, The;https://stopgame.ru/game/witcher_3_wild_hunt_blood_and_wine;add-on;rpg;30 ма€ 2016 г.;PC, PS4, XONE
https://stopga.me/images/games/logos/2602/c170x119/N8sK1rFVWTMA39jMjPVmcg/silent_hill_2.jpg;9.4;Silent Hill 2;https://stopgame.ru/game/silent_hill_2;action;adventure;24 сент€бр€ 2001 г.;PC, PS2, XBOX
https://stopga.me/images/games/logos/15283/c170x119/sy8npN49gdCKNWwhC_V1bw/witcher_3_wild_hunt_hearts_of_stone.jpg;9.4;Witcher 3: Wild Hunt - Hearts of Stone, The;https://stopgame.ru/game/witcher_3_wild_hunt_hearts_of_stone;add-on;rpg;13 окт€бр€ 2015 г.;PC, PS4, XONE
https://stopga.me/images/games/logos/12516/c170x119/1dCs4_MaKrjVtkdH-UjrxA/last_of_us_the.jpg;9.4;Last of Us, The;https://stopgame.ru/game/last_of_us_the;action;;14 июн€ 2013 г.;PS3
https://stopga.me/images/games/logos/1063/c170x119/Qy4Jl-lMY_l9rHtqbIkceA/fallout_2.jpg;9.4;Fallout 2;https://stopgame.ru/game/fallout_2;rpg;;29 окт€бр€ 1998 г.;Mac, PC
https://stopga.me/images/games/logos/5208/c170x119/agI_T5A8STlY3lAYIegehg/gothic_2_night_of_the_raven.jpg;9.3;Gothic 2: Night of the Raven;https://stopgame.ru/game/gothic_2_night_of_the_raven;add-on;rpg;21 августа 2003 г.;PC
https://stopga.me/images/games/logos/1245/c170x119/Uo_Pgto83ktjX6t3cPwKtA/gothic_2.jpg;9.3;Gothic 2;https://stopgame.ru/game/gothic_2;rpg;;29 но€бр€ 2002 г.;PC
https://stopga.me/images/games/logos/11546/c170x119/QvcmpNEOmY0soOieQOUY3A/portal_2.jpg;9.3;Portal 2;https://stopgame.ru/game/portal_2;logic;;19 апрел€ 2011 г.;Mac, PC, PS3, X360
https://stopga.me/images/games/logos/9616/c170x119/GZ3z3bpcFEovEI2O2eoONw/beyond_good_and_evil_2.jpg;9.3;Beyond Good & Evil 2;https://stopgame.ru/game/beyond_good_and_evil_2;arcade;;2020 г.;PC, PS4, XONE
https://stopga.me/images/games/logos/941/c170x119/Z58cW9WEkFEfVHpPINjd8A/elder_scrolls_3_morrowind_the.jpg;9.3;Elder Scrolls 3: Morrowind, The;https://stopgame.ru/game/elder_scrolls_3_morrowind_the;rpg;;1 ма€ 2002 г.;PC, XBOX
https://stopga.me/images/games/logos/1300/c170x119/qMkFbmOdzdYDHzGU47Lzkw/half_life_2.jpg;9.3;Half-Life 2;https://stopgame.ru/game/half_life_2;action;;16 но€бр€ 2004 г.;Android, Mac, PC, PS3, X360, XBOX
https://stopga.me/images/games/logos/3175/c170x119/5Ap5crZLvykG_1kBniUOAA/warcraft_3_the_frozen_throne.jpg;9.3;WarCraft 3: The Frozen Throne;https://stopgame.ru/game/warcraft_3_the_frozen_throne;add-on;strategy;1 июл€ 2003 г.;Mac, PC
https://stopga.me/images/games/logos/1837/c170x119/XckC-Jgs0QomQkiRAhQiqw/mafia.jpg;9.2;Mafia: The City of Lost Heaven;https://stopgame.ru/game/mafia;action;racing;29 августа 2002 г.;PC
https://stopga.me/images/games/logos/14245/c170x119/OfQiyn7WThs5Yju4t1Fgog/last_of_us_remastered.jpg;9.2;Last of Us: Remastered, The;https://stopgame.ru/game/last_of_us_remastered;action;;29 июл€ 2014 г.;PS4
https://stopga.me/images/games/logos/3174/c170x119/kv0nbtsX_abr3TzlLY7siw/warcraft_3_reign_of_chaos.jpg;9.2;WarCraft 3: Reign of Chaos;https://stopgame.ru/game/warcraft_3_reign_of_chaos;strategy;rpg;3 июл€ 2002 г.;Mac, PC
https://stopga.me/images/games/logos/5495/c170x119/daB2iHlKDzl1zoFCBGRtFA/metal_gear_solid_3_snake_eater.jpg;9.2;Metal Gear Solid 3: Snake Eater;https://stopgame.ru/game/metal_gear_solid_3_snake_eater;action;;17 но€бр€ 2004 г.;PS2
https://stopga.me/images/games/logos/4173/c170x119/fZH7s7bMhV3eq2OWBgPKug/dragon_age.jpg;9.2;Dragon Age: Origins;https://stopgame.ru/game/dragon_age;rpg;;3 но€бр€ 2009 г.;Mac, PC, PS3, X360
https://stopga.me/images/games/2019/07/12/c170x119/vSBV-XWh2teahSBx2plkvQ/80xd6ris.jpg;9.2;F1 2019;https://stopgame.ru/game/f1_2019;racing;;28 июн€ 2019 г.;PC, PS4, XONE
https://stopga.me/images/games/logos/10382/c170x119/S3ZUJO0kn9Uiat6iJPTS7A/mass_effect_2.jpg;9.2;Mass Effect 2;https://stopgame.ru/game/mass_effect_2;action;rpg;26 €нвар€ 2010 г.;PC, PS3, X360
https://stopga.me/images/games/logos/1874/c170x119/YIRIhkzaQreKg460eEAygQ/max_payne.jpg;9.2;Max Payne;https://stopgame.ru/game/max_payne;action;;24 июл€ 2001 г.;Android, iOS, Mac, PC, PS2, PS3, PS4, X360, XONE
https://stopga.me/images/games/logos/3703/c170x119/aFNzWEkbkBnK2bEQwXtlDw/heroes_of_might_and_magic_3_the_restoration_of_erathia.jpg;9.2;Heroes of Might and Magic 3: The Restoration of Erathia;https://stopgame.ru/game/heroes_of_might_and_magic_3_the_restoration_of_erathia;strategy;;28 феврал€ 1999 г.;Mac, PC
https://stopga.me/images/games/logos/12469/c170x119/BgLcIdJzuUDPkFR5NF4vVg/grand_theft_auto_5.jpg;9.2;Grand Theft Auto V;https://stopgame.ru/game/grand_theft_auto_5;action;racing;17 сент€бр€ 2013 г.;PC, PS3, PS4, X360, XONE
https://stopga.me/images/games/logos/2454/c170x119/vNcGXXHbaIULjFzDejZvJQ/resident_evil_2.jpg;9.2;Resident Evil 2;https://stopgame.ru/game/resident_evil_2;action;adventure;21 €нвар€ 1998 г.;DC, PC
https://stopga.me/images/games/logos/1389/c170x119/SOAKU3jEhNPkF7bPGJA4oQ/heroes_of_might_and_magic_3_armageddons_blade.jpg;9.2;Heroes of Might and Magic 3: Armageddon's Blade;https://stopgame.ru/game/heroes_of_might_and_magic_3_armageddons_blade;add-on;strategy;окт€брь 1999 г.;PC
https://stopga.me/images/games/logos/1299/c170x119/ShcTXMX82SifYk1BteWx7w/half_life.jpg;9.2;Half-Life;https://stopgame.ru/game/half_life;action;;8 но€бр€ 1998 г.;DC, PC, PS2
https://stopga.me/images/games/logos/5108/c170x119/xDBtAyRQARsvhRgxZnTWdw/hitman_blood_money.jpg;9.2;Hitman: Blood Money;https://stopgame.ru/game/hitman_blood_money;action;;26 ма€ 2006 г.;PC, PS2, X360, XBOX
https://stopga.me/images/games/logos/5619/c170x119/KOcXCoEQiW6ZxIRNDkn3IQ/doom.jpg;9.2;Doom (1993);https://stopgame.ru/game/doom;action;;1993 г.;PC, PS3, X360
https://stopga.me/images/games/logos/8101/c170x119/n2-4znoDshUqPs7Ot-CYnw/half-life_2_the_orange_box.jpg;9.2;Half-Life 2: Episode Two;https://stopgame.ru/game/half-life_2_the_orange_box;action;logic;9 окт€бр€ 2007 г.;Android, Mac, PC, PS3, X360
https://stopga.me/images/games/logos/11966/c170x119/b3EB1VQI10Kbb20kgG2cjQ/elder_scrolls_5.jpg;9.2;Elder Scrolls V: Skyrim, The;https://stopgame.ru/game/elder_scrolls_5;rpg;;11 но€бр€ 2011 г.;PC, PS3, X360
https://stopga.me/images/games/logos/2804/c170x119/pIYKLaXVw_3X--w-GjXI_A/star_wars_knights_of_the_old_republic.jpg;9.2;Star Wars: Knights of the Old Republic;https://stopgame.ru/game/star_wars_knights_of_the_old_republic;rpg;;15 июл€ 2003 г.;AmzKF, Android, iOS, Mac, PC, XBOX
https://stopga.me/images/games/logos/12107/c170x119/cJsP4SsVaa-qMDuq7TT1sw/silent_hill.jpg;9.2;Silent Hill;https://stopgame.ru/game/silent_hill;action;;31 €нвар€ 1999 г.;PS, PS3, PSP
https://stopga.me/images/games/logos/1910/c170x119/KhFyYR4lkgpLusdX7HvG8Q/metal_gear_solid.jpg;9.1;Metal Gear Solid;https://stopgame.ru/game/metal_gear_solid;action;;24 сент€бр€ 2000 г.;PC
https://stopga.me/images/games/logos/2273/c170x119/6Di4R3h35xG8rGL73JbKgA/planescape_torment.jpg;9.1;Planescape: Torment;https://stopgame.ru/game/planescape_torment;rpg;;12 декабр€ 1999 г.;PC
https://stopga.me/images/games/logos/10725/c170x119/IQK91r2SNeSOBMxIFtwIRQ/red_dead_redemption.jpg;9.1;Red Dead Redemption;https://stopgame.ru/game/red_dead_redemption;action;;18 ма€ 2010 г.;PS3, X360
https://stopga.me/images/games/logos/1244/c170x119/JRPG7Bom3ahCYNlzdzk4Sg/gothic.jpg;9.1;Gothic;https://stopgame.ru/game/gothic;rpg;;15 марта 2001 г.;PC
https://stopga.me/images/games/logos/831/c170x119/BOboA4dsXetY6FzEvZhiwg/doom_2.jpg;9.1;Doom 2: Hell on Earth;https://stopgame.ru/game/doom_2;action;;30 сент€бр€ 1994 г.;GBA, Mac, PC, X360
https://stopga.me/images/games/logos/9730/c170x119/8qCgajGIOnwpaAAmAxFtwg/witcher_enhanced_edition_the.jpg;9.1;Witcher: Enhanced Edition, The;https://stopgame.ru/game/witcher_enhanced_edition_the;rpg;;16 сент€бр€ 2008 г.;Mac, PC
https://stopga.me/images/games/logos/11709/c170x119/EtI1rVf-P0NZ7HjjWaFMlg/metal_gear_solid_4_guns_of_the_patriots.jpg;9.1;Metal Gear Solid 4: Guns of the Patriots;https://stopgame.ru/game/metal_gear_solid_4_guns_of_the_patriots;action;;12 июн€ 2008 г.;PS3
https://stopga.me/images/games/logos/2812/c170x119/gS_aLth1Q4jat7GuDhp3ug/starcraft_brood_war.jpg;9.1;StarCraft: Brood War;https://stopgame.ru/game/starcraft_brood_war;add-on;strategy;30 но€бр€ 1998 г.;Mac, PC
https://stopga.me/images/games/logos/1395/c170x119/PxFu4RDKaeI4spCNEnrgvg/heroes_of_might_and_magic_3_the_shadow_of_death.jpg;9.1;Heroes of Might and Magic 3: The Shadow of Death;https://stopgame.ru/game/heroes_of_might_and_magic_3_the_shadow_of_death;add-on;strategy;21 марта 2000 г.;PC
https://stopga.me/images/games/logos/8814/c170x119/6WBshQMkyC3fJ5wQxkZpDw/starcraft_2.jpg;9.1;StarCraft II: Wings of Liberty;https://stopgame.ru/game/starcraft_2;strategy;;27 июл€ 2010 г.;Mac, PC
https://stopga.me/images/games/logos/2810/c170x119/UMRFl1R6GrOSSf3GfoBjTA/starcraft.jpg;9.1;Starcraft;https://stopgame.ru/game/starcraft;strategy;;31 марта 1998 г.;Mac, PC
https://stopga.me/images/games/logos/9205/c170x119/-X6sd_vRCoAuLfDuoFFs3w/deus_ex_3.jpg;9.1;Deus Ex: Human Revolution;https://stopgame.ru/game/deus_ex_3;action;rpg;23 августа 2011 г.;Mac, PC, PS3, X360
https://stopga.me/images/games/logos/11100/c170x119/roIJfAJZn271mOBhZw-y0g/batman_arkham_asylum_2.jpg;9.1;Batman: Arkham City;https://stopgame.ru/game/batman_arkham_asylum_2;action;;18 окт€бр€ 2011 г.;PC, PS3, Wii U, X360
https://stopga.me/images/games/logos/12622/c170x119/t6qN5n_Mdqfj6dgAA7_BrA/walking_dead_episode_5_no_time_left_the.jpg;9.1;Walking Dead: Episode 5 - No Time Left, The;https://stopgame.ru/game/walking_dead_episode_5_no_time_left_the;adventure;;20 но€бр€ 2012 г.;iOS, Mac, PC, PS3, X360
https://stopga.me/images/games/logos/40/c170x119/OcpoDkXWrMlUamYU4ojO9w/age_of_empires_2_age_of_kings.jpg;9.1;Age of Empires 2: Age of Kings;https://stopgame.ru/game/age_of_empires_2_age_of_kings;strategy;;30 сент€бр€ 1999 г.;PC
https://stopga.me/images/games/logos/12475/c170x119/DkGVP_yw_WFJO6TPmp96rg/to_the_moon.jpg;9.1;To the Moon;https://stopgame.ru/game/to_the_moon;adventure;;2 но€бр€ 2011 г.;Android, iOS, Mac, NSW, PC
https://stopga.me/images/games/logos/4278/c170x119/INsl6fqcKeDOGD5JIY25Hg/witcher_the.jpg;9.1;Witcher, The;https://stopgame.ru/game/witcher_the;rpg;;24 окт€бр€ 2007 г.;PC
https://stopga.me/images/games/logos/6029/c170x119/YgLt-Bhw5vSXXaxg_xR7vA/need_for_speed_most_wanted.jpg;9.1;Need for Speed: Most Wanted;https://stopgame.ru/game/need_for_speed_most_wanted;arcade;racing;16 но€бр€ 2005 г.;PC
https://stopga.me/images/games/logos/10870/c170x119/qnChRGAT8zxYXo20aaLxUQ/witcher_2_assassins_of_kings_the.jpg;9.1;Witcher 2: Assassins of Kings, The;https://stopgame.ru/game/witcher_2_assassins_of_kings_the;rpg;;17 ма€ 2011 г.;Mac, PC, X360
https://stopga.me/images/games/logos/9744/c170x119/CF8j9P4tj7R13CS8DauFtQ/batman_arkham_asylum.jpg;9.1;Batman: Arkham Asylum;https://stopgame.ru/game/batman_arkham_asylum;action;;25 августа 2009 г.;Mac, PC, PS3, X360
https://stopga.me/images/games/logos/888/c170x119/b45l0M4hYfAYWR_XEpT4nA/duke_nukem_3d.jpg;9.1;Duke Nukem 3D;https://stopgame.ru/game/duke_nukem_3d;action;;29 €нвар€ 1996 г.;Android, BlackBerry, iOS, Mac, N64, PC, PS, X360
https://stopga.me/images/games/logos/16256/c170x119/5AhWzbWijYG_1qmtbbcY9A/red_dead_redemption_2.jpg;9.1;Red Dead Redemption 2;https://stopgame.ru/game/red_dead_redemption_2;action;adventure;26 окт€бр€ 2018 г.;PC, PS4, Stadia, XONE
https://stopga.me/images/games/logos/4805/c170x119/pusJmWhxyJ6lrmoyRUypiQ/splinter_cell_teorija_haosa.jpg;9.1;Tom Clancy's Splinter Cell: Chaos Theory;https://stopgame.ru/game/tom_clancys_splinter_cell_chaos_theory;action;;31 марта 2005 г.;PC
https://stopga.me/images/games/logos/8423/c170x119/iOdWHtA0g7Ks8V28AqShZw/mass_effect.jpg;9.1;Mass Effect;https://stopgame.ru/game/mass_effect;rpg;rpg;20 но€бр€ 2007 г.;PC, PS3, X360
https://stopga.me/images/games/logos/142/c170x119/xNNQuMtEi59-g6t_8XQXiA/arcanum_of_steamworks_and_magick_obscura.jpg;9.1;Arcanum: Of Steamworks and Magick Obscura;https://stopgame.ru/game/arcanum_of_steamworks_and_magick_obscura;rpg;;21 августа 2001 г.;PC
https://stopga.me/images/games/logos/780/c170x119/fFoyx-TDw3MGYyE7sZg71A/deus_ex.jpg;9.1;Deus Ex;https://stopgame.ru/game/deus_ex;action;rpg;26 июн€ 2000 г.;Mac, PC, PS2
https://stopga.me/images/games/logos/5887/c170x119/ncyzqihjMtQUsEPRE98msg/metal_gear_solid_2_sons_of_liberty.jpg;9.1;Metal Gear Solid 2: Sons of Liberty;https://stopgame.ru/game/metal_gear_solid_2_sons_of_liberty;action;;12 но€бр€ 2001 г.;PS2
https://stopga.me/images/games/logos/787/c170x119/aeiwQPLAQc6-3p4vMNdoqQ/diablo_2_lord_of_destruction.jpg;9.1;Diablo 2 Expansion: Lord of Destruction;https://stopgame.ru/game/diablo_2_lord_of_destruction;add-on;rpg;24 июн€ 2001 г.;PC
https://stopga.me/images/games/logos/15669/c170x119/xMjy_mQSFCFkVFTNSDAt3A/god_of_war_2016.jpg;9.1;God of War (2018);https://stopgame.ru/game/god_of_war_2016;action;;20 апрел€ 2018 г.;PS4
https://stopga.me/images/games/logos/8057/c170x119/tZ-8NM4IISUH1QnEj3x0Kw/heavy_rain.jpg;9.1;Heavy Rain;https://stopgame.ru/game/heavy_rain;adventure;;18 феврал€ 2010 г.;PC, PS3, PS4
https://stopga.me/images/games/logos/4220/c170x119/36iF32hT_0pRHC0LPqJrNg/rome_total_war.jpg;9.1;Rome: Total War;https://stopgame.ru/game/rome_total_war;strategy;;22 сент€бр€ 2004 г.;Android, iOS, PC
https://stopga.me/images/games/logos/2456/c170x119/lbgQxvKpKMu2XaIbeFIwIw/resident_evil_3_nemesis.jpg;9.1;Resident Evil 3: Nemesis;https://stopgame.ru/game/resident_evil_3_nemesis;action;adventure;22 сент€бр€ 1999 г.;DC, GC, PC, PS, PS3, PSP, PSV
https://stopga.me/images/games/logos/11674/c170x119/OM7CYragocOqQfGuS40Tuw/bioshock_infinite.jpg;9.1;BioShock Infinite;https://stopgame.ru/game/bioshock_infinite;action;;26 марта 2013 г.;Mac, PC, PS3, X360
https://stopga.me/images/games/logos/1976/c170x119/Fq8a4VrHKtJLsfFPMYmqaw/mortal_kombat_3.jpg;9.1;Mortal Kombat 3;https://stopgame.ru/game/mortal_kombat_3;arcade;;7 окт€бр€ 1995 г.;NGB, PC, PS
https://stopga.me/images/games/logos/1875/c170x119/5w7j4YkUOacjDoQoCZZb4Q/max_payne_2_the_fall_of_max_payne.jpg;9.0;Max Payne 2: The Fall of Max Payne;https://stopgame.ru/game/max_payne_2_the_fall_of_max_payne;action;;14 окт€бр€ 2003 г.;PC, PS2, X360, XBOX
https://stopga.me/images/games/logos/559/c170x119/W-ymPjNmfe-5PqtHGq2CKw/comix_zone.jpg;9.0;Comix Zone;https://stopgame.ru/game/comix_zone;arcade;;1 сент€бр€ 1995 г.;GBA, PC, PS3, WII, X360
https://stopga.me/images/games/logos/893/c170x119/6ow41cH5AjIrbsMes8TehQ/dune_2_the_building_of_a_dynasty.jpg;9.0;Dune 2: The Building of a Dynasty;https://stopgame.ru/game/dune_2_the_building_of_a_dynasty;strategy;;31 декабр€ 1992 г.;Amiga, PC
https://stopga.me/images/games/logos/12590/c170x119/oZIu0irM8RsMA4ZkgnIgaw/xcom_enemy_unknown.jpg;9.0;XCOM: Enemy Unknown;https://stopgame.ru/game/xcom_enemy_unknown;strategy;;9 окт€бр€ 2012 г.;Android, iOS, Mac, PC, PS3, PSV, X360
https://stopga.me/images/games/logos/4228/c170x119/jpWKpzfnpFn_9JC8-8Pi0Q/fahrenheit.jpg;9.0;Fahrenheit;https://stopgame.ru/game/fahrenheit;adventure;;1 сент€бр€ 1995 г.;нет данных
https://stopga.me/images/games/logos/2429/c170x119/HDiRVtEvtP3wkMi_P2B6gw/command_and_conquer_red_alert_2.jpg;9.0;Command & Conquer: Red Alert 2;https://stopgame.ru/game/command_and_conquer_red_alert_2;strategy;;26 окт€бр€ 2000 г.;PC
https://stopga.me/images/games/logos/7602/c170x119/Zw-VCgEzKtysXMrJOJiV_A/medieval_2_total_war.jpg;9.0;Medieval 2: Total War;https://stopgame.ru/game/medieval_2_total_war;strategy;;10 но€бр€ 2006 г.;Mac, PC
https://stopga.me/images/games/logos/3172/c170x119/MU1MrRfmYJyVPh_2z6QNUA/warcraft_2_tides_of_darkness.jpg;9.0;WarCraft 2: Tides of Darkness;https://stopgame.ru/game/warcraft_2_tides_of_darkness;strategy;;9 декабр€ 1995 г.;Mac, PC
https://stopga.me/images/games/logos/1066/c170x119/LXVq3b8hm7K4bkNBIld8SQ/fallout_a_post_nuclear_role_playing_game.jpg;9.0;Fallout: A Post Nuclear Role Playing Game;https://stopgame.ru/game/fallout_a_post_nuclear_role_playing_game;rpg;;30 сент€бр€ 1997 г.;PC
https://stopga.me/images/games/logos/11819/c170x119/AbaGIRIdQ9PSJ69LJmigwA/uncharted_2_among_thieves.jpg;9.0;Uncharted 2: Among Thieves;https://stopgame.ru/game/uncharted_2_among_thieves;action;;13 окт€бр€ 2009 г.;PS3, PS4
https://stopga.me/images/games/logos/566/c170x119/uCsT2nXZ4y_vdvxNg6TvFw/command_and_conquer_red_alert_2_yuris_revenge.jpg;9.0;Command & Conquer: Red Alert 2 - Yuri's Revenge;https://stopgame.ru/game/command_and_conquer_red_alert_2_yuris_revenge;add-on;strategy;28 сент€бр€ 2001 г.;PC
https://stopga.me/images/games/logos/4001/c170x119/JDKKFVT15mHVScJEBrFZyQ/diablo_2.jpg;9.0;Diablo 2;https://stopgame.ru/game/diablo_2;rpg;;29 июн€ 2000 г.;Mac, PC
https://stopga.me/images/games/logos/3240/c170x119/awT0btuK-Rm-JbGOquLYog/worms_armageddon.jpg;9.0;Worms: Armageddon;https://stopgame.ru/game/worms_armageddon;strategy;logic;31 €нвар€ 1999 г.;DC, GBA, N64, PC, PS
https://stopga.me/images/games/logos/2844/c170x119/tQ_-q5KxYi8HxPzpN9XKyQ/stronghold_crusader.jpg;9.0;Stronghold: Crusader;https://stopgame.ru/game/stronghold_crusader;strategy;;27 сент€бр€ 2002 г.;нет данных
https://stopga.me/images/games/logos/5456/c170x119/l4dSk3mENhd9RuZmtKzwaA/fable_the_lost_chapters.jpg;9.0;Fable: The Lost Chapters;https://stopgame.ru/game/fable_the_lost_chapters;rpg;;20 сент€бр€ 2005 г.;Mac, PC, XBOX
https://stopga.me/images/games/logos/7645/c170x119/-BjLqKGqHtmHUTHgqC8Jlw/biohazard_4.jpg;9.0;Resident Evil 4;https://stopgame.ru/game/resident_evil_4;action;;11 €нвар€ 2005 г.;GC, iOS, PC, PS2, PS3, PS4, WII, X360, XONE
https://stopga.me/images/games/logos/10557/c170x119/H0t1TCtbfi8zGi9ScGSjrg/fallout_new_vegas.jpg;9.0;Fallout: New Vegas;https://stopgame.ru/game/fallout_new_vegas;rpg;;19 окт€бр€ 2010 г.;PC, PS3, X360
https://stopga.me/images/games/logos/39/c170x119/chqQkD9h7ZS6k7ySUiSLfw/age_of_empires.jpg;9.0;Age of Empires;https://stopgame.ru/game/age_of_empires;strategy;;30 сент€бр€ 1997 г.;Mac, PC
https://stopga.me/images/games/logos/5613/c170x119/xa98RjvrNwsDmFV7U_vWHg/devil_may_cry_3_dantes_awakening_special_edition.jpg;9.0;Devil May Cry 3: Dante's Awakening Special Edition;https://stopgame.ru/game/devil_may_cry_3_dantes_awakening_special_edition;action;;24 €нвар€ 2006 г.;NSW, PC, PS2
https://stopga.me/images/games/logos/2896/c170x119/x4yhX5RedNOCmPkRKZ3faA/system_shock_2.jpg;9.0;System Shock 2;https://stopgame.ru/game/system_shock_2;action;rpg;11 августа 1999 г.;PC
https://stopga.me/images/games/logos/221/c170x119/--C0gx1aQ4DK0FTDvd0deg/baldurs_gate.jpg;9.0;Baldur's Gate;https://stopgame.ru/game/baldurs_gate;rpg;;декабрь 1998 г.;PC, PS
https://stopga.me/images/games/logos/6099/c170x119/4xmyZdy6RmQ1Jl10TESW1Q/firefly_studios_stronghold.jpg;9.0;Firefly Studios' Stronghold;https://stopgame.ru/game/firefly_studios_stronghold;strategy;;окт€брь 2001 г.;PC
https://stopga.me/images/games/logos/15389/c170x119/zNvJPs1gh4r4IDtSxcNUmg/resident_evil_2_remake.jpg;9.0;Resident Evil 2 Remake;https://stopgame.ru/game/resident_evil_2_remake;action;;25 €нвар€ 2019 г.;PC, PS4, XONE
https://stopga.me/images/games/2019/10/14/c170x119/_8hVv63-g6bX_pUJ9QI0Ww/b2H15QIn.jpg;9.0;Witcher 3: Wild Hunt - Complete Edition, The;https://stopgame.ru/game/witcher_3_wild_hunt_complete_edition;rpg;;15 окт€бр€ 2019 г.;NSW
https://stopga.me/images/games/logos/4269/c170x119/f2dqKHS1LUWuzz_1zzf0rw/resident_evil.jpg;9.0;Resident Evil;https://stopgame.ru/game/resident_evil;action;adventure;1997 г.;PC
https://stopga.me/images/games/logos/924/c170x119/U8bxX22NP0P6pwQZ8TeE4A/earthworm_jim_2.jpg;9.0;Earthworm Jim 2;https://stopgame.ru/game/earthworm_jim_2;arcade;;30 но€бр€ 1995 г.;GBA, PC, PS
https://stopga.me/images/games/logos/3998/c170x119/R8m-csrUgGrY5fSMBc3ljw/baldurs_gate_2_shadows_of_amn.jpg;9.0;Baldur's Gate II: Shadows of Amn;https://stopgame.ru/game/baldurs_gate_2_shadows_of_amn;rpg;;15 сент€бр€ 2000 г.;PC
https://stopga.me/images/games/logos/2570/c170x119/U9NYfvCTZP3sJLIgltu3ZQ/severance_blade_of_darkness.jpg;9.0;Severance: Blade of Darkness;https://stopgame.ru/game/severance_blade_of_darkness;action;;22 феврал€ 2001 г.;PC
https://stopga.me/images/games/logos/834/c170x119/D5aI2XHdZMFDz_aaC-UsHA/doom_95.jpg;9.0;Doom 95;https://stopgame.ru/game/doom_95;action;;1995 г.;PC
https://stopga.me/images/games/logos/16527/c170x119/0ezwUzg7OnorFuqC8Q7KKg/command_conquer_red_alert.jpg;9.0;Command & Conquer: Red Alert;https://stopgame.ru/game/command_conquer_red_alert;strategy;;22 но€бр€ 1996 г.;PC, PS, PS3, PSP
https://stopga.me/images/games/logos/15223/c170x119/CPEICeu04UR0v9_m8No2GQ/thimbleweed_park.jpg;9.0;Thimbleweed Park;https://stopgame.ru/game/thimbleweed_park;adventure;;30 марта 2017 г.;Android, iOS, Mac, NSW, PC, PS4, XONE
https://stopga.me/images/games/logos/16223/c170x119/HzQJBDI3Lw8hXeHvAzsq8g/dear_esther_landmark_edition.jpg;9.0;Dear Esther: Landmark Edition;https://stopgame.ru/game/dear_esther_landmark_edition;adventure;;20 сент€бр€ 2016 г.;PS4, XONE
https://stopga.me/images/games/logos/18739/c170x119/OkPeBeIFJfBkTDpRdH-C-A/v_rally_4.jpg;9.0;V-Rally 4;https://stopgame.ru/game/v_rally_4;racing;;6 сент€бр€ 2018 г.;NSW, PC, PS4, XONE
https://stopga.me/images/games/logos/4831/c170x119/4z9PUIucaj0m6qu1KT66fw/prince_of_persia_warrior_within.jpg;9.0;Prince of Persia: Warrior Within;https://stopgame.ru/game/prince_of_persia_warrior_within;action;;30 но€бр€ 2004 г.;GC, iOS, PC, PS2, PSP, XBOX
https://stopga.me/images/games/logos/14460/c170x119/0OBLmcbELu4JcoLhpOl8KA/bloodborne.jpg;9.0;Bloodborne;https://stopgame.ru/game/bloodborne;rpg;;24 марта 2015 г.;PS4
https://stopga.me/images/games/logos/12619/c170x119/64qKj1KcCNaK00VcWErJ6g/walking_dead_episode_2_starved_for_help_the.jpg;9.0;Walking Dead: Episode 2 - Starved for Help, The;https://stopgame.ru/game/walking_dead_episode_2_starved_for_help_the;adventure;;27 июн€ 2012 г.;iOS, Mac, PC, PS3, X360
https://stopga.me/images/games/logos/3072/c170x119/wNBhx43IH2I-PYEW1fEQZw/unreal_tournament.jpg;9.0;Unreal Tournament (1999);https://stopgame.ru/game/unreal_tournament;action;;но€брь 1999 г.;PC
https://stopga.me/images/games/logos/12910/c170x119/6o7HC56153UNG4o0733M_w/metal_gear_solid_hd_collection.jpg;9.0;Metal Gear Solid HD Collection;https://stopgame.ru/game/metal_gear_solid_hd_collection;action;;8 но€бр€ 2011 г.;PS3, PSV, X360
https://stopga.me/images/games/logos/3171/c170x119/Sh5FzLTO-sg1RN6yBmoeoQ/warcraft_2_beyond_the_dark_portal.jpg;9.0;Warcraft 2: Beyond the Dark Portal;https://stopgame.ru/game/warcraft_2_beyond_the_dark_portal;add-on;strategy;16 ма€ 1996 г.;Mac, PC
